player_id,hand
543037,rhp
605400,rhp
458681,rhp
502043,rhp
621244,rhp
453286,rhp
592332,rhp
425844,rhp
450203,rhp
622491,rhp
554430,rhp
608337,rhp
506433,rhp
543243,rhp
434378,rhp
608566,rhp
543294,rhp
601713,rhp
573186,rhp
543475,rhp
425794,rhp
592351,rhp
605200,rhp
592866,rhp
605397,rhp
592791,rhp
645261,rhp
594798,rhp
471911,rhp
605164,rhp
608379,rhp
571945,rhp
502171,rhp
669456,rhp
545333,rhp
605135,rhp
543606,rhp
605182,rhp
621107,rhp
656302,rhp
592836,rhp
518876,rhp
446372,rhp
570632,rhp
596001,rhp
656427,rhp
669203,rhp
641745,rhp
641154,rhp
641816,rhp
622608,rhp
628317,rhp
605540,rhp
668678,rhp
543135,rhp
502624,rhp
527054,rhp
625643,rhp
548389,rhp
519144,rhp
543699,rhp
592826,rhp
453562,rhp
502042,rhp
642547,rhp
657277,rhp
592314,rhp
621111,rhp
456501,rhp
468504,rhp
622663,rhp
596133,rhp
543101,rhp
641771,rhp
592789,rhp
593423,rhp
607625,rhp
571666,rhp
615698,rhp
608717,rhp
547179,rhp
605288,rhp
656605,rhp
434671,rhp
544931,rhp
547888,rhp
670950,rhp
621121,rhp
502190,rhp
467100,rhp
663903,rhp
605242,rhp
607192,rhp
593334,rhp
607200,rhp
453178,rhp
664299,rhp
623167,rhp
669302,rhp
605347,rhp
488768,rhp
641540,rhp
445926,rhp
518774,rhp
660271,rhp
643327,rhp
641712,rhp
642545,rhp
650644,rhp
593372,rhp
668676,rhp
502188,rhp
493603,rhp
612434,rhp
593576,rhp
628452,rhp
519455,rhp
501381,rhp
543766,rhp
543521,rhp
680686,rhp
543022,rhp
448855,rhp
656546,rhp
664353,rhp
666201,rhp
641941,rhp
445276,rhp
571656,rhp
456701,rhp
592717,rhp
659275,rhp
502239,rhp
665152,rhp
573185,rhp
606160,rhp
518886,rhp
462136,rhp
598264,rhp
489334,rhp
571710,rhp
664062,rhp
621112,rhp
592773,rhp
519151,rhp
643338,rhp
664208,rhp
656629,rhp
518553,rhp
458708,rhp
621242,rhp
656288,rhp
623149,rhp
641729,rhp
572070,rhp
570666,rhp
605130,rhp
608665,rhp
677651,rhp
663474,rhp
541640,rhp
663978,rhp
521230,rhp
670912,rhp
607231,rhp
657746,rhp
472610,rhp
621076,rhp
675911,rhp
608032,rhp
523260,rhp
517008,rhp
596112,rhp
542882,rhp
448306,rhp
605151,rhp
607229,rhp
607259,rhp
608723,rhp
605513,rhp
433589,rhp
544727,rhp
592229,rhp
433587,rhp
571670,rhp
664141,rhp
434628,rhp
572193,rhp
502748,rhp
606149,rhp
570663,rhp
606131,rhp
429722,rhp
595014,rhp
630023,rhp
605154,rhp
663423,rhp
622694,rhp
669060,rhp
669923,rhp
608678,rhp
600917,rhp
664199,rhp
592426,rhp
502202,rhp
592390,rhp
489265,rhp
543339,rhp
643493,rhp
666120,rhp
608648,rhp
554340,rhp
543208,rhp
502085,rhp
621295,rhp
476451,rhp
607219,rhp
641927,rhp
503449,rhp
592716,rhp
680694,rhp
642152,rhp
657053,rhp
656731,rhp
605280,rhp
542888,rhp
657140,rhp
592644,rhp
112526,rhp
608371,rhp
453343,rhp
598287,rhp
607352,rhp
594577,rhp
669330,rhp
656876,rhp
643256,rhp
543507,rhp
606965,rhp
489446,rhp
519326,rhp
605452,rhp
668881,rhp
650895,rhp
453284,rhp
502179,rhp
606930,rhp
641793,rhp
605218,rhp
542960,rhp
461325,rhp
465657,rhp
643511,rhp
643410,rhp
570240,rhp
663855,rhp
429719,rhp
455119,rhp
605538,rhp
668933,rhp
656557,rhp
621219,rhp
475115,rhp
572888,rhp
650633,rhp
672578,rhp
518489,rhp
451596,rhp
640444,rhp
657376,rhp
451584,rhp
614179,rhp
572403,rhp
518813,rhp
596043,rhp
605446,rhp
608349,rhp
445213,rhp
640448,rhp
593144,rhp
542914,rhp
693821,rhp
640470,rhp
642207,rhp
647336,rhp
520980,rhp
518452,rhp
533167,rhp
571882,rhp
519076,rhp
607188,rhp
605276,rhp
542585,rhp
595191,rhp
669212,rhp
657024,rhp
678394,rhp
453172,rhp
643377,rhp
666159,rhp
592346,rhp
502026,rhp
642528,rhp
572955,rhp
592135,rhp
676477,rhp
453268,rhp
665795,rhp
605447,rhp
605194,rhp
676710,rhp
661403,rhp
622075,rhp
607457,rhp
605195,rhp
519443,rhp
592454,rhp
608716,rhp
444468,rhp
663986,rhp
594902,rhp
593140,rhp
592879,rhp
624522,rhp
475479,rhp
593833,rhp
592094,rhp
595881,rhp
641755,rhp
605507,rhp
641627,rhp
641871,rhp
552640,rhp
670280,rhp
663567,rhp
623465,rhp
664854,rhp
621249,rhp
650556,rhp
488984,rhp
663765,rhp
660853,rhp
608328,rhp
445060,rhp
622554,rhp
642098,rhp
663554,rhp
656232,rhp
407845,rhp
675916,rhp
573668,rhp
543883,rhp
686613,rhp
641360,rhp
606303,rhp
622098,rhp
669160,rhp
642558,rhp
622251,rhp
606625,rhp
543118,rhp
501789,rhp
518715,rhp
501925,rhp
285079,rhp
669467,rhp
461872,rhp
605541,rhp
504379,rhp
657248,rhp
571800,rhp
521655,rhp
592102,rhp
656638,rhp
656464,rhp
595918,rhp
623184,rhp
673540,rhp
456068,rhp
656547,rhp
672710,rhp
622503,rhp
669952,rhp
407793,rhp
473879,rhp
622253,rhp
584171,rhp
594965,rhp
467008,rhp
664126,rhp
641838,rhp
666808,rhp
608638,rhp
595465,rhp
657093,rhp
572143,rhp
571704,rhp
435221,rhp
450729,rhp
458006,rhp
571946,rhp
516969,rhp
592169,rhp
669194,rhp
663372,rhp
663432,rhp
434622,rhp
642701,rhp
592858,rhp
670174,rhp
493200,rhp
660813,rhp
622250,rhp
456696,rhp
500724,rhp
456713,rhp
453329,rhp
664139,rhp
661269,rhp
476454,rhp
532077,rhp
600921,rhp
672715,rhp
476589,rhp
676684,rhp
656061,rhp
608334,rhp
670167,rhp
605525,rhp
457915,rhp
665871,rhp
641401,rhp
642231,rhp
593679,rhp
680704,rhp
607067,rhp
643290,rhp
592468,rhp
676440,rhp
571863,rhp
641312,rhp
642121,rhp
501957,rhp
662253,rhp
460059,rhp
673633,rhp
664875,rhp
669169,rhp
623451,rhp
503285,rhp
623474,rhp
664747,rhp
666374,rhp
605309,rhp
672851,rhp
671345,rhp
641585,rhp
657097,rhp
519096,rhp
670990,rhp
622766,rhp
657610,rhp
663623,rhp
675921,rhp
613534,rhp
656234,rhp
656257,rhp
621074,rhp
596271,rhp
656887,rhp
622446,rhp
680570,rhp
605156,rhp
682243,rhp
657240,rhp
543935,rhp
592665,rhp
660623,rhp
534947,rhp
430912,rhp
502032,rhp
543483,rhp
621199,rhp
580792,rhp
640451,rhp
475054,rhp
661395,rhp
591693,rhp
657044,rhp
594027,rhp
607179,rhp
518875,rhp
656412,rhp
462382,rhp
628333,rhp
623433,rhp
641329,rhp
656793,rhp
642585,rhp
657756,rhp
669713,rhp
605254,rhp
592811,rhp
681806,rhp
605121,rhp
676272,rhp
661309,rhp
621142,rhp
502212,rhp
665622,rhp
677976,rhp
641582,rhp
608652,rhp
605359,rhp
689225,rhp
450172,rhp
543901,rhp
490063,rhp
642203,rhp
444857,rhp
657624,rhp
676265,rhp
642546,rhp
517593,rhp
502083,rhp
592170,rhp
644364,rhp
621016,rhp
592130,rhp
605155,rhp
519166,rhp
656322,rhp
592779,rhp
607560,rhp
657508,rhp
650828,rhp
